fmun_cod;fmun;ano;mes;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;estupro;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos
3302700;Maricá;2020;7;Grande Niterói;5;0;0;2;10;18;5;1;24;5;0;1;1;0;0;0;0;0;8;10;6;2;4;1;59
3302809;Mendes;2020;7;Interior;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
3302858;Mesquita;2020;7;Baixada Fluminense;3;0;0;0;9;78;33;12;123;18;10;7;0;0;0;0;0;0;13;9;7;1;4;0;30
3302908;Miguel Pereira;2020;7;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6
3303005;Miracema;2020;7;Interior;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
3303104;Natividade;2020;7;Interior;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
3303203;Nilópolis;2020;7;Baixada Fluminense;4;0;0;0;0;63;26;8;97;26;1;5;0;0;0;0;1;0;27;7;3;0;4;0;50
3303302;Niterói;2020;7;Grande Niterói;4;0;0;3;16;95;21;17;133;40;19;5;2;0;0;0;2;0;38;57;16;3;18;6;276
3303401;Nova Friburgo;2020;7;Interior;3;0;0;0;3;3;1;0;4;0;0;1;0;0;0;0;0;0;0;1;1;0;3;0;10
3303500;Nova Iguaçu;2020;7;Baixada Fluminense;8;1;2;5;29;233;93;61;387;88;15;14;7;0;0;1;5;2;100;76;17;2;21;1;258
3303609;Paracambi;2020;7;Baixada Fluminense;0;0;0;0;1;2;0;0;2;2;1;0;0;0;0;0;0;0;1;1;0;0;2;0;12
3303708;Paraíba do Sul;2020;7;Interior;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;1
3303807;Paraty;2020;7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12
3303856;Paty do Alferes;2020;7;Interior;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3
3303906;Petrópolis;2020;7;Interior;0;0;0;0;9;5;1;0;6;2;5;5;0;0;0;0;0;0;4;3;8;2;12;0;75
3303955;Pinheiral;2020;7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
3304003;Piraí;2020;7;Interior;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;5
3304102;Porciúncula;2020;7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
3304110;Porto Real;2020;7;Interior;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
3304128;Quatis;2020;7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3304144;Queimados;2020;7;Baixada Fluminense;3;0;0;0;2;17;14;7;38;6;1;0;0;0;0;0;0;0;6;2;1;0;5;0;25
3304151;Quissamã;2020;7;Interior;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
3304201;Resende;2020;7;Interior;4;0;0;0;3;1;1;0;2;0;0;0;1;0;0;0;0;0;2;1;1;1;2;0;35
3304300;Rio Bonito;2020;7;Interior;0;0;0;0;1;2;0;0;2;1;1;1;0;0;0;0;0;0;2;6;2;0;0;0;15
3304409;Rio Claro;2020;7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3
3304508;Rio das Flores;2020;7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3304524;Rio das Ostras;2020;7;Interior;4;0;0;0;2;18;16;0;34;5;3;2;0;0;0;0;1;0;24;5;3;0;1;1;71
3304557;Rio de Janeiro;2020;7;Capital;69;2;1;21;105;1967;749;479;3195;868;205;115;31;0;6;12;40;9;686;500;398;219;432;78;3294
3304607;Santa Maria Madalena;2020;7;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3304706;Santo Antônio de Pádua;2020;7;Interior;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;5
3304755;São Francisco de Itabapoana;2020;7;Interior;1;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
3304805;São Fidélis;2020;7;Interior;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;13
3304904;São Gonçalo;2020;7;Grande Niterói;26;0;2;6;15;325;73;52;450;164;91;15;4;0;0;2;12;0;111;86;21;6;13;1;247
3305000;São João da Barra;2020;7;Interior;0;0;0;0;2;1;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;37
3305109;São João de Meriti;2020;7;Baixada Fluminense;6;0;0;0;14;260;72;107;439;100;32;9;5;0;0;0;3;0;119;26;9;2;6;0;139
3305133;São José de Ubá;2020;7;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3305158;São José do Vale do Rio Preto;2020;7;Interior;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
3305208;São Pedro da Aldeia;2020;7;Interior;5;0;0;0;1;5;3;1;9;3;1;0;0;0;0;0;0;0;2;1;1;0;1;0;26
3305307;São Sebastião do Alto;2020;7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3305406;Sapucaia;2020;7;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3
3305505;Saquarema;2020;7;Interior;1;0;0;0;7;3;3;1;7;1;1;0;3;0;0;0;0;0;1;10;1;0;3;0;35
3305554;Seropédica;2020;7;Baixada Fluminense;4;0;1;0;7;7;16;4;27;5;5;0;0;0;0;0;0;0;3;8;1;1;3;0;20
3305604;Silva Jardim;2020;7;Interior;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;3;0;5
3305703;Sumidouro;2020;7;Interior;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
3305752;Tanguá;2020;7;Interior;0;0;0;0;1;1;1;0;2;0;0;1;1;0;0;0;0;0;3;0;0;0;0;1;6
3305802;Teresópolis;2020;7;Interior;5;0;0;0;5;3;1;0;4;0;0;3;0;0;0;0;0;0;1;4;1;0;2;0;38
3305901;Trajano de Moraes;2020;7;Interior;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
3306008;Três Rios;2020;7;Interior;1;0;0;0;1;0;0;0;0;3;2;0;2;0;0;0;0;0;1;2;2;0;0;0;18
3306107;Valença;2020;7;Interior;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;16
3306156;Varre-Sai;2020;7;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3306206;Vassouras;2020;7;Interior;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;2;0;1
3306305;Volta Redonda;2020;7;Interior;4;0;0;0;8;7;9;0;16;4;1;5;1;0;0;0;0;0;5;14;0;0;4;0;65
3300100;Angra dos Reis;2020;8;Interior;10;0;0;1;4;11;2;0;13;1;0;3;1;0;0;0;0;0;2;3;1;0;2;0;41
3300159;Aperibé;2020;8;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3
3300209;Araruama;2020;8;Interior;2;0;0;0;5;4;5;0;9;3;0;0;0;0;0;0;0;0;2;14;3;1;6;1;50
3300225;Areal;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
3300233;Armação dos Búzios;2020;8;Interior;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;21
3300258;Arraial do Cabo;2020;8;Interior;1;0;0;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;6;0;10
3300308;Barra do Piraí;2020;8;Interior;4;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;2;1;4;2;17
3300407;Barra Mansa;2020;8;Interior;1;0;0;1;5;2;2;0;4;1;0;1;1;0;0;0;0;0;1;6;0;0;3;2;26
3300456;Belford Roxo;2020;8;Baixada Fluminense;8;0;0;1;13;102;33;16;151;199;23;4;0;0;0;1;0;0;34;36;7;3;6;1;33
3300506;Bom Jardim;2020;8;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;7
3300605;Bom Jesus do Itabapoana;2020;8;Interior;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
3300704;Cabo Frio;2020;8;Interior;6;0;1;0;5;26;8;1;35;6;0;0;0;0;0;0;0;0;5;13;5;1;6;2;60
3300803;Cachoeiras de Macacu;2020;8;Interior;0;0;0;0;2;1;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;2;0;14
3300902;Cambuci;2020;8;Interior;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;3
3300936;Carapebus;2020;8;Interior;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
3300951;Comendador Levy Gasparian;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3301009;Campos dos Goytacazes;2020;8;Interior;16;0;2;0;8;28;24;1;53;4;1;8;0;0;0;0;0;0;17;13;22;7;9;2;77
3301108;Cantagalo;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2
3301157;Cardoso Moreira;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3301207;Carmo;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3301306;Casimiro de Abreu;2020;8;Interior;3;0;0;0;2;2;1;0;3;2;0;1;0;1;0;0;0;0;0;1;2;0;0;0;9
3301405;Conceição de Macabu;2020;8;Interior;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
3301504;Cordeiro;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
3301603;Duas Barras;2020;8;Interior;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
3301702;Duque de Caxias;2020;8;Baixada Fluminense;16;1;3;6;35;300;75;58;433;242;62;6;1;0;0;0;4;0;94;75;36;7;19;1;139
3301801;Engenheiro Paulo de Frontin;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
3301850;Guapimirim;2020;8;Baixada Fluminense;2;0;0;0;1;3;2;0;5;2;0;0;1;0;0;0;1;0;0;3;0;0;0;0;7
3301876;Iguaba Grande;2020;8;Interior;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;12
3301900;Itaboraí;2020;8;Interior;3;0;0;0;13;61;10;2;73;28;6;7;1;0;0;0;2;0;13;13;8;0;2;0;65
3302007;Itaguaí;2020;8;Baixada Fluminense;4;0;0;1;5;15;6;1;22;5;2;7;1;0;0;0;0;0;1;7;9;0;1;0;56
3302056;Italva;2020;8;Interior;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302106;Itaocara;2020;8;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5
3302205;Itaperuna;2020;8;Interior;6;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;2;1;24
3302254;Itatiaia;2020;8;Interior;2;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;10
3302270;Japeri;2020;8;Baixada Fluminense;6;0;0;0;4;10;2;1;13;7;1;0;0;0;0;0;0;0;7;10;5;1;2;0;6
3302304;Laje do Muriaé;2020;8;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3302403;Macaé;2020;8;Interior;5;0;0;0;9;27;5;0;32;5;0;3;1;0;0;0;0;1;2;6;4;2;1;13;41
3302452;Macuco;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
3302502;Magé;2020;8;Baixada Fluminense;7;0;0;0;9;19;16;2;37;13;1;5;0;0;0;0;3;0;4;13;5;1;6;2;48
3302601;Mangaratiba;2020;8;Interior;2;0;0;0;2;3;2;0;5;0;0;0;0;0;0;0;1;0;0;8;0;0;3;0;11
3302700;Maricá;2020;8;Grande Niterói;3;0;1;0;0;17;8;0;25;4;1;0;1;0;0;0;0;0;5;6;7;4;6;0;51
3302809;Mendes;2020;8;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
3302858;Mesquita;2020;8;Baixada Fluminense;2;0;0;0;2;72;29;6;107;22;4;6;1;0;0;0;1;0;5;11;10;3;3;0;22
3302908;Miguel Pereira;2020;8;Interior;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8
3303005;Miracema;2020;8;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;2
3303104;Natividade;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4
3303203;Nilópolis;2020;8;Baixada Fluminense;0;0;0;0;3;54;22;8;84;39;3;9;2;0;0;0;1;2;22;11;6;0;4;1;37
3303302;Niterói;2020;8;Grande Niterói;2;0;0;6;14;79;19;7;105;41;12;6;2;0;0;0;3;0;41;50;30;3;14;6;258
3303401;Nova Friburgo;2020;8;Interior;2;0;0;0;4;1;2;0;3;0;0;0;1;0;0;0;0;0;1;4;0;1;2;0;15
3303500;Nova Iguaçu;2020;8;Baixada Fluminense;10;0;1;1;34;187;101;25;313;101;22;16;5;0;0;0;9;0;49;59;21;5;22;2;156
3303609;Paracambi;2020;8;Baixada Fluminense;1;0;0;0;3;2;1;0;3;0;0;0;1;0;0;0;0;0;0;4;2;0;2;0;3
3303708;Paraíba do Sul;2020;8;Interior;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;7
3303807;Paraty;2020;8;Interior;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;12
3303856;Paty do Alferes;2020;8;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
3303906;Petrópolis;2020;8;Interior;1;0;0;0;11;9;2;0;11;1;1;3;1;0;0;0;0;0;0;9;3;6;10;0;62
3303955;Pinheiral;2020;8;Interior;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2
3304003;Piraí;2020;8;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7
3304102;Porciúncula;2020;8;Interior;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;6
3304110;Porto Real;2020;8;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4
3304128;Quatis;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
3304144;Queimados;2020;8;Baixada Fluminense;2;0;1;0;7;33;8;5;46;10;3;5;0;0;0;0;0;0;3;8;5;0;0;1;23
3304151;Quissamã;2020;8;Interior;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
3304201;Resende;2020;8;Interior;2;0;0;2;2;1;2;0;3;1;0;2;0;0;0;0;0;0;1;0;3;1;3;0;39
3304300;Rio Bonito;2020;8;Interior;1;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;1;4;0;0;0;0;10
3304409;Rio Claro;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
3304508;Rio das Flores;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3304524;Rio das Ostras;2020;8;Interior;4;0;0;0;8;23;2;0;25;4;0;2;1;0;0;0;1;0;5;12;8;1;7;3;64
3304557;Rio de Janeiro;2020;8;Capital;63;1;3;12;132;1918;682;407;3007;788;163;104;15;1;3;2;39;12;595;562;452;289;517;79;3481
3304607;Santa Maria Madalena;2020;8;Interior;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3304706;Santo Antônio de Pádua;2020;8;Interior;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;12
3304755;São Francisco de Itabapoana;2020;8;Interior;1;0;0;0;3;0;2;0;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;19
3304805;São Fidélis;2020;8;Interior;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;9
3304904;São Gonçalo;2020;8;Grande Niterói;31;0;0;10;16;253;67;26;346;150;82;20;1;0;0;1;5;0;148;57;20;2;19;0;216
3305000;São João da Barra;2020;8;Interior;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;43
3305109;São João de Meriti;2020;8;Baixada Fluminense;6;0;0;5;20;180;81;92;353;96;20;10;0;0;2;0;4;0;110;32;12;0;10;0;113
3305133;São José de Ubá;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3305158;São José do Vale do Rio Preto;2020;8;Interior;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3305208;São Pedro da Aldeia;2020;8;Interior;2;0;0;0;2;5;5;0;10;2;0;1;0;0;0;0;0;0;0;4;2;0;3;0;19
3305307;São Sebastião do Alto;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3305406;Sapucaia;2020;8;Interior;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
3305505;Saquarema;2020;8;Interior;1;0;0;1;6;7;7;0;14;2;0;1;0;0;0;0;0;0;2;4;0;0;3;0;32
3305554;Seropédica;2020;8;Baixada Fluminense;4;0;0;0;5;7;5;0;12;3;3;1;0;0;0;0;0;0;3;2;1;0;2;0;25
3305604;Silva Jardim;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;4
3305703;Sumidouro;2020;8;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
3305752;Tanguá;2020;8;Interior;0;0;0;1;0;3;1;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;1;3;7
3305802;Teresópolis;2020;8;Interior;3;0;0;0;6;3;0;1;4;0;0;0;0;0;0;0;0;0;1;3;2;0;3;0;29
3305901;Trajano de Moraes;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3306008;Três Rios;2020;8;Interior;1;0;0;0;6;1;1;0;2;0;0;1;0;0;0;0;0;0;0;3;0;0;1;1;19
3306107;Valença;2020;8;Interior;1;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;8
3306156;Varre-Sai;2020;8;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3306206;Vassouras;2020;8;Interior;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3
3306305;Volta Redonda;2020;8;Interior;4;0;0;1;3;6;9;0;15;3;1;6;1;0;0;0;0;0;1;15;2;0;6;0;69
3300100;Angra dos Reis;2020;9;Interior;5;0;1;6;13;11;2;1;14;5;1;5;2;0;0;1;0;0;1;6;3;0;4;1;41
3300159;Aperibé;2020;9;Interior;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
3300209;Araruama;2020;9;Interior;4;0;0;0;2;5;1;0;6;1;0;6;1;0;0;0;0;0;4;9;3;0;10;0;57
3300225;Areal;2020;9;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3300233;Armação dos Búzios;2020;9;Interior;0;0;0;1;2;5;1;0;6;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;25
3300258;Arraial do Cabo;2020;9;Interior;1;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;4;0;4;0;10
3300308;Barra do Piraí;2020;9;Interior;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;1;11
3300407;Barra Mansa;2020;9;Interior;2;0;0;0;2;2;0;0;2;2;1;0;0;0;0;0;0;0;1;2;3;0;2;0;45
3300456;Belford Roxo;2020;9;Baixada Fluminense;14;0;0;2;22;128;29;20;177;140;13;4;0;0;0;0;1;0;51;30;8;2;3;0;40
3300506;Bom Jardim;2020;9;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4
3300605;Bom Jesus do Itabapoana;2020;9;Interior;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;5
3300704;Cabo Frio;2020;9;Interior;2;0;0;0;7;11;10;0;21;4;1;7;1;0;0;0;0;0;3;13;2;2;12;2;79
3300803;Cachoeiras de Macacu;2020;9;Interior;2;0;0;1;1;0;0;0;0;0;0;4;1;0;0;0;0;0;1;0;1;0;2;0;13
3300902;Cambuci;2020;9;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3300936;Carapebus;2020;9;Interior;1;0;0;0;0;1;0;0;1;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;7
3300951;Comendador Levy Gasparian;2020;9;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3301009;Campos dos Goytacazes;2020;9;Interior;6;0;0;0;16;23;18;2;43;5;1;15;2;0;0;0;0;2;8;17;17;11;16;0;84
3301108;Cantagalo;2020;9;Interior;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3301157;Cardoso Moreira;2020;9;Interior;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1
3301207;Carmo;2020;9;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
3301306;Casimiro de Abreu;2020;9;Interior;3;0;0;0;1;3;1;0;4;0;1;0;0;0;0;0;0;0;0;1;0;0;2;1;18
3301405;Conceição de Macabu;2020;9;Interior;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
3301504;Cordeiro;2020;9;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
3301603;Duas Barras;2020;9;Interior;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3
3301702;Duque de Caxias;2020;9;Baixada Fluminense;12;0;1;5;37;262;104;45;411;209;67;16;3;0;0;0;8;0;84;83;26;8;22;1;156
3301801;Engenheiro Paulo de Frontin;2020;9;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5
3301850;Guapimirim;2020;9;Baixada Fluminense;1;0;0;0;4;2;3;0;5;3;0;1;0;0;0;0;0;0;0;4;0;0;1;0;11
3301876;Iguaba Grande;2020;9;Interior;0;0;0;0;0;3;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;7
3301900;Itaboraí;2020;9;Interior;4;0;0;2;4;36;16;4;56;32;8;5;1;0;0;0;1;0;6;11;2;1;2;0;31
3302007;Itaguaí;2020;9;Baixada Fluminense;0;0;0;1;8;5;4;0;9;6;1;2;0;0;0;0;0;0;4;6;3;0;2;1;37
3302056;Italva;2020;9;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4
3302106;Itaocara;2020;9;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;6
3302205;Itaperuna;2020;9;Interior;2;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;1;1;2;0;4;0;14
3302254;Itatiaia;2020;9;Interior;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;12
3302270;Japeri;2020;9;Baixada Fluminense;1;1;0;0;7;5;4;2;11;4;1;2;1;0;0;0;1;1;6;8;1;0;3;0;18
3302304;Laje do Muriaé;2020;9;Interior;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3302403;Macaé;2020;9;Interior;7;0;1;0;5;16;4;1;21;5;2;1;0;0;0;0;0;0;3;11;8;2;12;5;66
3302452;Macuco;2020;9;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3302502;Magé;2020;9;Baixada Fluminense;11;0;1;0;14;25;13;3;41;22;0;2;1;0;0;0;2;2;6;14;11;0;5;0;34
3302601;Mangaratiba;2020;9;Interior;1;0;0;0;1;0;1;0;1;2;0;0;0;0;0;0;0;0;1;6;1;0;4;0;16
3302700;Maricá;2020;9;Grande Niterói;1;0;0;0;5;26;6;1;33;9;1;2;1;0;0;0;0;0;4;14;7;0;1;0;71
3302809;Mendes;2020;9;Interior;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3
3302858;Mesquita;2020;9;Baixada Fluminense;3;0;0;2;1;62;21;26;109;27;3;6;2;0;0;0;1;0;10;7;7;1;9;0;23
3302908;Miguel Pereira;2020;9;Interior;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7
3303005;Miracema;2020;9;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4
3303104;Natividade;2020;9;Interior;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
3303203;Nilópolis;2020;9;Baixada Fluminense;1;0;0;0;2;71;39;10;120;39;0;6;1;0;0;0;3;0;21;5;6;4;3;0;46
